,id,comment,reviews,ratings,negative,neutral,positive,review_type
1826,1826,Super!,Size wise feel comfortable to use,5,0.013210867,0.28659698,0.7001921,1
1827,1827,Worth every penny,Apple is a BRAND . Nothing to say. Every word is smalll.,5,0.077792406,0.33369157,0.588516,0
1828,1828,Good quality product,Really I am happy with its camera,4,0.0034368841,0.022624593,0.97393847,1
1829,1829,Terrific purchase,This phone is complete one handed phone among the iPhone models,5,0.05838653,0.48365584,0.45795757,0
1830,1830,Terrific purchase,Superb❤️,5,0.00665084,0.020203674,0.9731454,1
1831,1831,Fabulous!,"It’s was good experience, I received a original product.Satisfied.",5,0.0032380086,0.015969226,0.9807928,1
1832,1832,Moderate,Totally disappoint that a product sell with out charger. Its lók like sell car without engine.,2,0.92770785,0.06520959,0.007082627,0
1833,1833,Pretty good,Good,4,0.05273502,0.26282772,0.6844373,1
1834,1834,Really Nice,Battery need to be more thats all,4,0.1300006,0.63754684,0.23245259,0
1835,1835,Just wow!,After one week usage iam writing the review the iPhone se 2020 the mobile is beast like anything camera is super duper the phone is very good and battery is decent overall the phone is great and good performance of A13 Bionic chip thank you so much filpkart for giving this iPhone for me,5,0.0035809604,0.013938577,0.98248047,1
1836,1836,Highly recommended,Great delivery from Flipkart,5,0.0055595804,0.020511644,0.97392875,1
1837,1837,Wonderful,Thanks for Flipkart,4,0.0048208977,0.04199757,0.9531815,1
1838,1838,Wonderful,Nice and handy and best phone I ever liked.,5,0.0044787866,0.01620573,0.9793155,1
1839,1839,Good choice,Good,4,0.05273502,0.26282772,0.6844373,1
1840,1840,Did not meet expectations,I hated this phone this refund not credit,1,0.9396193,0.048804194,0.011576531,0
1841,1841,Terrific purchase,Average,5,0.16874117,0.52208364,0.3091752,0
1842,1842,Terrific,Worth for money,5,0.039359264,0.5969996,0.36364114,0
1843,1843,Terrific purchase,Super phone,5,0.024096377,0.1752351,0.80066854,1
1844,1844,Just wow!,Very good,5,0.019425448,0.09508237,0.88549215,1
1845,1845,Perfect product!,Good,5,0.05273502,0.26282772,0.6844373,1
1846,1846,Horrible,The battery health is degrading day by day  in the begining month only its less,1,0.86620283,0.12249801,0.01129915,0
1847,1847,Classy product,All are good ✨✨,5,0.006260103,0.02878358,0.9649563,1
1848,1848,Awesome,Just loved it,5,0.0060685975,0.021262879,0.97266847,1
1849,1849,Not recommended at all,"Very poor quality,received defective piece and they are not replacing for defective piece.. Also there is no option for poor quality in returning the product..",1,0.91685903,0.07627722,0.006863826,0
1850,1850,Very poor,Don’t buy this phone bad quality customer care not refund and return phone or ear speaker quality poor bad.please awareness people.,1,0.93405855,0.05803241,0.007909046,0
1851,1851,Terrible product,Customer Satisfaction is no essential for this stupid company,1,0.8809002,0.10608046,0.013019338,0
1852,1852,Super!,Dreams come true,5,0.0070421835,0.08998427,0.90297353,1
1853,1853,Nice product,Ok nice product,4,0.00850344,0.053747654,0.93774885,1
1854,1854,Mind-blowing purchase,Nice,5,0.040873833,0.18506734,0.7740588,1
1855,1855,Decent product,Very poor battery required frequent charging,3,0.88598096,0.10282839,0.011190623,0
1856,1856,Pretty good,The product is good.definitely a premium apple product.flipkart should reconsider about your packaging,4,0.013320257,0.07383075,0.91284895,1
1857,1857,Good quality product,Good,4,0.05273502,0.26282772,0.6844373,1
1858,1858,Excellent,Awesome,5,0.016513247,0.0734846,0.9100021,1
1859,1859,Classy product,Good product,5,0.015258456,0.08712886,0.8976127,1
1860,1860,Terrific,Value of many the best phone,5,0.011828314,0.06724611,0.92092556,1
1861,1861,Wonderful,Worst battery life.Rest all good.,4,0.86680305,0.105646014,0.02755091,0
1862,1862,Perfect product!,Quality is good,5,0.009766755,0.095458075,0.8947751,1
1863,1863,Just wow!,Good speed...good colors...good compact mobile,5,0.005981439,0.038329486,0.95568913,1
1864,1864,Decent product,Battery or camera is not good as per my expatations,3,0.8783555,0.110840775,0.0108036585,0
1865,1865,Excellent,Awesome,5,0.016513247,0.0734846,0.9100021,1
1866,1866,Awesome,Best phone under this price tag!,5,0.00411956,0.022844782,0.9730357,1
1867,1867,Very Good,Except for battery it’s perfect,4,0.042421892,0.15492447,0.8026537,1
1868,1868,Pretty good,Value for money,4,0.08855578,0.5725551,0.33888912,0
1869,1869,Pretty good,Screen is too small,4,0.4021477,0.48608923,0.111763135,0
1870,1870,Best in the market!,Budget Friendly..It is good option for who you ant switch from android to iPhone.. The camera is awesome,5,0.0035534,0.026738878,0.9697077,1
1871,1871,Value-for-money,Overall phone is best but battery drain fast,4,0.21922915,0.32054135,0.46022946,0
1872,1872,Could be way better,"Poor batter, overrated.",2,0.90982497,0.07970475,0.010470203,0
1873,1873,Delightful,Good handset. Value for money,4,0.010425002,0.04898866,0.9405863,1
1874,1874,Worth every penny,Good,5,0.05273502,0.26282772,0.6844373,1
1875,1875,Worth every penny,Overall phone is very good..it just lacks on battery life,5,0.032069255,0.13780555,0.8301252,1
1876,1876,Highly recommended,Nice,5,0.040873833,0.18506734,0.7740588,1
1877,1877,Perfect product!,Good,5,0.05273502,0.26282772,0.6844373,1
1878,1878,Does the job,Worthful product,3,0.007920551,0.03735398,0.9547255,1
1879,1879,Best in the market!,Overall good. Battery may be a bit better,5,0.007976849,0.046485487,0.9455377,1
1880,1880,Very Good,Excellent,4,0.035258032,0.14826867,0.81647325,1
1881,1881,Must buy!,"ProsAmazing displayCamera quality is superbPerformance is extremely inhancedBuilt quality is premium Cons Poor battery performance Screen size is very small 4.7""Overall amazing device under 30k",5,0.009590952,0.04738002,0.943029,1
1882,1882,Great product,Good Performance…,5,0.0064806156,0.040008813,0.9535105,1
1883,1883,Simply awesome,Good product,5,0.015258456,0.08712886,0.8976127,1
1884,1884,Perfect product!,Great buy,5,0.025985654,0.08189602,0.8921183,1
1885,1885,Classy product,Just Apple!!!... everything is fine but u have to buy the charger also data cable for connecting with pc via USB cable.,5,0.026396407,0.40191358,0.57168996,0
1886,1886,Worth every penny,Excellent Product,5,0.013074234,0.053357564,0.93356824,1
1887,1887,value product for the price,battery is not perfect and the price reduced due to inbox items like charger and earphone will be not available thats why there are reduced a price other than quality of iPhone as usual good camera front is not good but rear camera is  a beast,3,0.7746978,0.19110133,0.034200832,0
1888,1888,Nice product,Nice and more handling,4,0.012678245,0.090575464,0.89674634,1
1889,1889,Terrific,Good,5,0.05273502,0.26282772,0.6844373,1
1890,1890,Awesome,Unbelievable performance... excellent product... value for money 💵,5,0.005066686,0.011602151,0.98333114,1
1891,1891,Great product,It is awsm must buy product,5,0.017359147,0.26266468,0.7199762,1
1892,1892,Simply awesome,Simply awesome!,5,0.0094599845,0.021484237,0.9690558,1
1893,1893,Wonderful,Best upgrade from android,5,0.006734053,0.027240911,0.96602505,1
1894,1894,Really Nice,"I was using 6s plus earlier , now shifted to se 2020 truly fast i like small phones and this is beast.",4,0.054453786,0.29395798,0.6515882,1
1895,1895,Terrific,Good,5,0.05273502,0.26282772,0.6844373,1
1896,1896,Simply awesome,Awesome phone,5,0.0077371276,0.036689147,0.95557374,1
1897,1897,Mind-blowing purchase,Ok,5,0.08031878,0.4326647,0.4870165,0
1898,1898,Fabulous!,Speechless Wonderful Nice 👍 This product is really awesome 👏,5,0.0045839264,0.009553445,0.9858627,1
1899,1899,Worthless,"worst phone ever i hav purchased in my life.overpriced, worst battery...it took 2 hours to charge 1800mah battery and just last for 6-8 hours...on minimal uses (no gaming )..",1,0.95808357,0.035930317,0.0059861345,0
1900,1900,Terrific,Good,5,0.05273502,0.26282772,0.6844373,1
1901,1901,Terrific,Good product.,5,0.008993611,0.045520328,0.9454861,1
1902,1902,Mind-blowing purchase,Best iphone at affordable price,5,0.0044093523,0.035518404,0.9600722,1
1903,1903,Decent product,Having issue with touch screen sensor in just 2 months,3,0.59895575,0.36344916,0.03759507,0
1904,1904,Terrific purchase,Nice good,5,0.019588139,0.14417322,0.8362387,1
1905,1905,Wonderful,Performance is good,4,0.0076472065,0.078027494,0.9143253,1
1906,1906,Mind-blowing purchase,Gud,5,0.057839304,0.19390088,0.7482598,1
1907,1907,Brilliant,Awesome,5,0.016513247,0.0734846,0.9100021,1
1908,1908,Super!,The white finish of the phone is absolutely royal,5,0.015842438,0.06923728,0.91492033,1
1909,1909,Mind-blowing purchase,Totally outstanding price from Flipkart niceeeee one keep it up goood team work…,5,0.004284352,0.008866832,0.98684883,1
1910,1910,Excellent,Phone is best product but it's battery was not working ....uk,5,0.6492993,0.24533902,0.10536161,0
1911,1911,Best in the market!,Excellent.. worthy,5,0.005937684,0.028977662,0.9650846,1
1912,1912,Classy product,Awesome,5,0.016513247,0.0734846,0.9100021,1
1913,1913,Awesome,Nice phone and soo HandyAmazing performance. Battery is little bit low but ok.,5,0.012307766,0.03929455,0.9483977,1
1914,1914,Must buy!,Very nice product 😊,5,0.006497938,0.018730361,0.9747717,1
1915,1915,Must buy!,"It gives the Apple experience at the most affordable price. Yes the camera isnt flagship level and the screen size takes time to get used to. However the phone grows on you. Its blazing fast, has great quality sound and does everything you expect your flagship to do - productivity, entertainment, etc. the only major cons are - battery life will only just about last you through the day, the camera is functional but cannot run through hoola hoops like those on some of the flagships can, and yes...",5,0.019429604,0.07652468,0.90404576,1
1916,1916,Worth every penny,"Phone is amazing in terms of performance and also in camera. Battery is good if you are moderate user as it’s great for students it will save your lots of time, so do concern for this product and also you will get an Apple device.",5,0.003364124,0.017344331,0.9792915,1
1917,1917,Worth every penny,"Good phone. The only problem is the battery. Battery withstand only for 4 hrs. Otherwise camera ,performance are good",5,0.034170687,0.14415477,0.8216746,1
1918,1918,Just wow!,Worth to buy it and loved it,5,0.0050862622,0.020137012,0.97477674,1
1919,1919,Worst experience ever!,Buy any iPhone part from SE 2020 really disappointed with its performance,1,0.89182895,0.09640034,0.011770705,0
1920,1920,Highly recommended,Very good mobile,5,0.008141671,0.043716475,0.9481418,1
1921,1921,Worth every penny,Nice product,5,0.01467604,0.085931435,0.89939255,1
1922,1922,Good quality product,It has a very good camera...and good storage space also...camera is 5'star....,4,0.004980565,0.034417044,0.96060234,1
1923,1923,Awesome,Beautiful phone,5,0.016600806,0.052090388,0.93130887,1
1924,1924,Pretty good,Okey,4,0.06971324,0.49808127,0.43220544,0
1925,1925,Very Good,Good one if u r looking for small size,4,0.005197654,0.11765838,0.8771439,1
1926,1926,Brilliant,Nice phone but the battery is a major problem with the phone it always discharges very early but otherwise very nice phone and also never buy any Apple product just launced because the price deacreases after a month and when I bought it was 42000 but now 32000 look at the diffrence  and I added a picture clicked from it so you can see the camera quality,5,0.7471304,0.1924451,0.06042451,0
1927,1927,Good quality product,Very bad experience of iPhone in month only I have getting problem in my front camera waste of money,4,0.93819743,0.054120097,0.0076824767,0
1928,1928,Best in the market!,Superb,5,0.016394299,0.080382,0.9032237,1
1929,1929,Value-for-money,"I’m using it for last 2 months. It works as expected awesome performance, camera and everything except battery. I reduce 1 star because of bad battery capacity and big notch if they reduce notch size it looks more attractive and screen size would be big. Otherwise it is best iPhone at affordable price.",4,0.017325386,0.06466724,0.9180074,1
1930,1930,Super!,Really an awsm product but not for a gamer and one who is bound to use his/her device for minimum 5+ hrs s day because it lasts for not more than 3hrs in a full charge,5,0.40197986,0.49274853,0.10527166,0
1931,1931,Just okay,Supet,3,0.058850005,0.6636856,0.27746436,0
1932,1932,Excellent,Best Budget iPhoneExcellent CameraSuperb Performance,5,0.005432766,0.023364611,0.9712026,1
1933,1933,Does the job,Gud,3,0.057839304,0.19390088,0.7482598,1
1934,1934,Worth every penny,Perfect 👍,5,0.010761281,0.03334024,0.9558985,1
1935,1935,Really Nice,Awesome phone in this budget,4,0.0046112738,0.019397853,0.97599083,1
1936,1936,Awesome,Good,5,0.05273502,0.26282772,0.6844373,1
1937,1937,Just wow!,Awesome.,5,0.0106569845,0.035771377,0.9535717,1
1938,1938,Highly recommended,I loved the product,5,0.0042407555,0.01815377,0.9776055,1
1939,1939,Wonderful,All okk but battery is small,4,0.11468447,0.57844025,0.30687523,0
1940,1940,Terrific purchase,nice,5,0.06474697,0.25195226,0.68330073,1
1941,1941,Must buy!,BEST 👍😊 in it's range...,5,0.0023751252,0.01110595,0.9865189,1
1942,1942,Worth every penny,Perfect buy.. handy phone,5,0.006215262,0.014965145,0.97881955,1
1943,1943,Classy product,This phone is value for money,5,0.010466245,0.05862575,0.9309081,1
1944,1944,Just wow!,"A good product, value for money",5,0.008601365,0.04595433,0.94544435,1
1945,1945,Just wow!,Awesome product thank you flipkart,5,0.004799454,0.010565726,0.9846348,1
1946,1946,Terrific purchase,Great product,5,0.009601834,0.0407502,0.94964796,1
1947,1947,Must buy!,"Thank you Flipkart for the super fast delivery, ordered in the evening at 9 and received the next morning at 9. Phone is as per my requirement and the dual sim feature is definitely a value addition.",5,0.003253739,0.014525763,0.9822205,1
1948,1948,Mind-blowing purchase,"Amazing product !!! Similar to iPhone 6 look wise but, features are different.",5,0.0035348302,0.011983726,0.98448145,1
1949,1949,Decent product,Not worth for money...very small phone to handle,3,0.81650054,0.15976915,0.023730291,0
1950,1950,Super!,Just love the phone ❤️❤️,5,0.0038518645,0.00991091,0.98623717,1
1951,1951,Handy,Compact & only for official works... Not for gamers,5,0.43644723,0.5198697,0.04368312,0
1952,1952,Value-for-money,Superb,4,0.016394299,0.080382,0.9032237,1
1953,1953,Fabulous!,Good one,5,0.029554155,0.19966081,0.77078503,1
1954,1954,Mind-blowing purchase,The best budget small-screen iPhone right now after the pricey iPhone 12 mini.,5,0.004777873,0.049246408,0.9459757,1
1955,1955,Classy product,Excellent,5,0.035258032,0.14826867,0.81647325,1
1956,1956,Awesome,A light and workaholic phone. Can do a better battery,5,0.17003173,0.48677787,0.3431905,0
1957,1957,Pretty good,Superb and fantastic....worth for money,4,0.005852318,0.014061363,0.9800863,1
1958,1958,Must buy!,Good product Apple doing great work on it,5,0.0053187297,0.014685523,0.9799958,1
1959,1959,Classy product,Good,5,0.05273502,0.26282772,0.6844373,1
1960,1960,Great product,Bought this for my friend. He is loving it,5,0.0025049679,0.01378809,0.98370695,1
1961,1961,Perfect product!,Nice mobile and worth it in this range. Value for money.,5,0.004064104,0.024553243,0.9713827,1
1962,1962,Pretty good,Thanks flipkart team.,4,0.007519443,0.055040564,0.93744004,1
1963,1963,Brilliant,nice phone,5,0.025105763,0.11962829,0.855266,1
1964,1964,Awesome,Best product,5,0.00978705,0.07113779,0.9190752,1
1965,1965,Great product,Using since last year over all performance is good. No complaints till date,5,0.009407734,0.072011456,0.91858083,1
1966,1966,Super!,Superb product. Better than android,5,0.006489282,0.014449508,0.9790612,1
1967,1967,Awesome,Good,5,0.05273502,0.26282772,0.6844373,1
1968,1968,Brilliant,Amazing mobile.,5,0.007622326,0.019659972,0.97271776,1
1969,1969,Awesome,Nice,5,0.040873833,0.18506734,0.7740588,1
1970,1970,Mind-blowing purchase,Very nice,5,0.018729609,0.05840953,0.92286086,1
1971,1971,Excellent,Super duper in small size,5,0.019363355,0.20672281,0.7739138,1
1972,1972,Could be way better,My phone last 10 months used and now Dead.,2,0.85044736,0.12986174,0.019690892,0
1973,1973,Slightly disappointed,This is not a dual sim only single sim but ur seeing dual sim  that a main problem ur fraud to u,2,0.8419986,0.14905748,0.008943898,0
1974,1974,Delightful,Very good product,4,0.011516857,0.04503931,0.94344383,1
1975,1975,Super!,Good one,5,0.029554155,0.19966081,0.77078503,1
1976,1976,Very Good,Performance is excellent...average battery for normal users...liked the design,4,0.0046140286,0.01815346,0.9772325,1
1977,1977,Wonderful,If you like small and handy phones just go for it.Its my second iphone and i like it very much,4,0.0021746538,0.013716653,0.9841086,1
1978,1978,Brilliant,The Phone Works Amazing,5,0.0061088717,0.019319287,0.9745719,1
1979,1979,Good,Worst battery backup even without using also battery is draining fast,3,0.9280604,0.06371527,0.008224433,0
1980,1980,Best in the market!,"I brought this mobile exactly one year ago this mobile performing well Display is good Performance is excellent no lag issues credits to A13 Bionic chip Camera is good Charging speed is avg Battery is ok is normal usage ( calls, WhatsApp, and for normal usage is good, but games playing like PUBG will get 1.5 hours battery only or else hardly 2 hours battery will exists the battery ) Remaining for normal use it is excellent",5,0.003925417,0.028096143,0.9679785,1
1981,1981,Wonderful,Performace is superb but battery backup is not good. 5hrs we get from it.,4,0.75015926,0.18240856,0.0674322,0
1982,1982,Terrific purchase,Value for money.,5,0.07053431,0.6339578,0.2955079,0
1983,1983,Does the job,Value for money,3,0.08855578,0.5725551,0.33888912,0
1984,1984,Pretty good,If you are looking for small device go for it,4,0.032033544,0.5628294,0.4051371,0
1985,1985,Worth every penny,Just Go for it ❤️,5,0.005855298,0.046972856,0.9471718,1
1986,1986,Mind-blowing purchase,Good phone,5,0.019230006,0.12119399,0.859576,1
1987,1987,Terrific,"Wonderful mobile , worth to be purchased , specially amazing for gaming purposes,",5,0.0033016917,0.009478669,0.9872197,1
1988,1988,Excellent,perfect phone. small and easy to use .,5,0.003814544,0.015917743,0.98026776,1
1989,1989,Fabulous!,"Excellent. I wanted a handy phone with a good processor. After iPhone SE first version, I opted to go for this model. 12 mini was out of my budget.",5,0.007616554,0.045359977,0.94702345,1
1990,1990,Just okay,Ok,3,0.08031878,0.4326647,0.4870165,0
1991,1991,Wonderful,Need to improve battery life,4,0.19640197,0.5734341,0.2301639,0
1992,1992,Best in the market!,I was worried about battery life because of negative comments. But it’s really has good battery back up for which you don’t need to worry about. If you love compact size phone then just go for it. It’s really amazing masterpiece from apple. I am really loving it. Thanks Flipkart.,5,0.030145053,0.07332025,0.8965347,1
1993,1993,Fabulous!,Very good,5,0.019425448,0.09508237,0.88549215,1
1994,1994,Does the job,"Charger And handset are not with this phone,Battery heating problem as well on fast charging",3,0.69734824,0.27710488,0.02554686,0
1995,1995,Value-for-money,Smart phone with good price but battery needs to improved,4,0.012848026,0.13053724,0.85661477,1
1996,1996,Excellent,good product,5,0.018611008,0.09478193,0.88660705,1
1997,1997,Mind-blowing purchase,Superb mobile,5,0.006592073,0.03362648,0.95978147,1
1998,1998,Worth the money,Photos r excellent Battery backup is for 12 hours if ur screen time is for 4-5 hrs continuous Size is so good that it can be used easily with one hand Touch is super sensitive No lag whatever application is used Transfer from old iPhone is just 30 minutes nd tat too automaticallySound quality is perfect,4,0.0076661753,0.051690042,0.94064385,1
1999,1999,Very Good,Nice,4,0.040873833,0.18506734,0.7740588,1
2000,2000,Great product,Everything is great about this phone lelo bas,5,0.006241399,0.016899295,0.9768593,1
2001,2001,Great product,Great phone. Very handy with its size and very efficient too.,5,0.003951271,0.010693103,0.98535556,1
2002,2002,Brilliant,Great phone. Very handy and efficient. It can handle all tasks with its processor and still remains small and handy.,5,0.0035148025,0.01619235,0.98029286,1
2003,2003,Wonderful,Nice handly mobile with smooth performance.,5,0.0067847795,0.034936722,0.9582785,1
2004,2004,Mind-blowing purchase,Must buy,5,0.02887451,0.31119916,0.65992635,1
2005,2005,Fair,Battery not so good,3,0.5743159,0.3587035,0.066980585,0
2006,2006,Hated it!,Varry bad ☹️,1,0.86599064,0.12232573,0.011683579,0
2007,2007,Best in the market!,My 2nd iPhone 🥰❤️ I just love it,5,0.0042834966,0.0073762876,0.98834026,1
2008,2008,Just wow!,Best phone for this price range for iOS user,5,0.0035629633,0.043758407,0.9526787,1
2009,2009,Excellent,"Using since 15 days, Till now everything seems good",5,0.006201524,0.17998281,0.81381565,1
2010,2010,Brilliant,Wow finally apple made a budget iPhone,5,0.0033101211,0.028402084,0.96828777,1
2011,2011,Delightful,"Amazing phone with very good performance. Currently the best compact phone available in the market. Worst part about the phone is its battery. No matter if you are a heavy user or no, this phone needs to be charged atleast twice in a day. Even if you dont use the phone for a full day it needs to be charged twice. The 5W charger that they provide in the box is slower than a turtle. It takes flat 2 hrs to fully charge.",4,0.3613289,0.20381345,0.43485767,0
2012,2012,Super!,Great little device,5,0.009544353,0.028325966,0.9621297,1
2013,2013,Worth every penny,Great one,5,0.015129024,0.08872389,0.8961471,1
2014,2014,Best in the market!,Good,5,0.05273502,0.26282772,0.6844373,1
2015,2015,Simply awesome,Good Product,5,0.015150847,0.07892905,0.9059201,1
2016,2016,Simply awesome,Very good product A small handy phone Superbbb,5,0.006770582,0.016955521,0.9762739,1
2017,2017,Not recommended at all,Pratha grase makshika......Battery not on/working.,1,0.6309331,0.3482497,0.020817237,0
2018,2018,Simply awesome,Good performance and camera,5,0.008615001,0.04618709,0.94519794,1
2019,2019,Pretty good,Happy with apple product,4,0.0037021246,0.022588842,0.973709,1
2020,2020,Does the job,No Accessories are provided with the product and charged so much phone is very small and over price in flipkart shop has much cheaper price with same product and with all accessories.,3,0.67330897,0.29088628,0.035804756,0
2021,2021,Highly recommended,Best,5,0.037192035,0.20383197,0.758976,1
2022,2022,Just okay,Phone is awesome but I want red colour but unfortunately black has been arrived but it's nice . Just a problem is there that it needs a e-sim means if u r having 2 sims of different company then only 1 will fit n u have to make e-sim of another one just this is a problem but phone is very nice,3,0.32938346,0.2816346,0.38898194,0
2023,2023,Terrific purchase,Very good phone. Very compact and handy compared to all other phones literally. There is no other phone that can compete with iPhone SE in this size range. I don’t understand why are all other phones so big. We can easily carry this phone in our pocket. I bought it for my Dad and he really loved it. it’s very light weight too and with the zoom in display it doesn’t strain the eyes too. And Apple is Apple…. A must buy :),5,0.009312778,0.028348165,0.9623391,1
2024,2024,Super!,Just like apple,5,0.09572123,0.6690501,0.23522863,0
2025,2025,Perfect product!,Prettiest phone at this range!,5,0.0040970827,0.017491935,0.97841096,1
2026,2026,Fabulous!,Nice product,5,0.01467604,0.085931435,0.89939255,1
2027,2027,Wonderful,Apple devices good for soft use is my feelings. These devices are made to use with utmost care as without that these high profile & costly devices misbehave like pampered child.,4,0.05520525,0.2504122,0.69438255,1
2028,2028,Terrific purchase,I  am happy with phone📱,5,0.0030647686,0.023336833,0.9735985,1
2029,2029,Awesome,Crazy phone,5,0.15853703,0.5317741,0.30968887,0
2030,2030,Nice product,Good iphone... In budget .. so far haven't faced any issue with the phone..,4,0.0071385284,0.027203143,0.9656583,1
2031,2031,Just wow!,"Happy with flipkart for delivery, Everything is good.",5,0.004646689,0.014073157,0.98128015,1
2032,2032,Terrific,Best budget iPhone ever made in the history,5,0.0076351156,0.05972438,0.9326405,1
2033,2033,Good,Worst battery performance,3,0.91771287,0.067849174,0.014437939,0
2034,2034,Pretty good,iPhone is iPhone. Budget phone.All features are good. As usual battery performance is not good.,4,0.52387136,0.34825686,0.12787177,0
2035,2035,Best in the market!,It's good.,5,0.008619501,0.07000747,0.92137307,1
2036,2036,Just wow!,Awesome product. 👌,5,0.0057397233,0.013875185,0.98038507,1
2037,2037,Pretty good,Camera super good... Only issue battery is drained so fast...Display size small... All over good.... But getting hot so fast...Afer used 10 day review...,4,0.03675207,0.10360339,0.85964453,1
2038,2038,Must buy!,Camera quality is medium during evening & night. Other than that Iphone SE 2020 is high level in low budget. Loving it.,5,0.005789432,0.022813918,0.9713966,1
2039,2039,Brilliant,good genuine product,5,0.02551581,0.09234319,0.882141,1
2040,2040,Terrific purchase,Very good product and delivery guy was very patient,5,0.008055965,0.017549401,0.9743946,1
2041,2041,Monster phone with Limited battery backup.,"If we speak about speed, graphics, quality  the product is Awesome but the battery backup is little low but, Apple phone has a smart feature for battery charging it learns from your daily charging routine so, it wait to finish charging past 80% until you need to use it.Also no earphones, Charger Adaptor was provided in the box so, be prepared for it. Finally Great Looking, Speed, Updated, Low range phone ever made by Apple.",3,0.018866243,0.13097712,0.85015666,1
2042,2042,Delightful,The product is in a good condition.,4,0.007096138,0.10238858,0.8905153,1
2043,2043,Great product,Owsm deal. Wait for the best deal and go for it. I bought it on Big billion days,5,0.0062310933,0.09047024,0.9032987,1
2044,2044,Wonderful,good thank you,5,0.007896562,0.023240471,0.96886295,1
2045,2045,Worth every penny,This is my first iphone.. and I really thanks to Flipkart because of the product is very very good not any problem..I really like iPhone se 128 gb white colour is so good looking,5,0.0026465985,0.010109087,0.9872443,1
2046,2046,Just wow!,Very good,5,0.019425448,0.09508237,0.88549215,1
2047,2047,Terrific,1. Camera is good in good light condition in indoor camera is decent 2. Performence is superb 3 . Look premium,5,0.004670842,0.06092317,0.934406,1
2048,2048,Nice product,"Pros:1. Performance- butter smooth and lag free experience, the a13 chip is top notch processor and delivers ultimate performance and also multitasking is a breeze, heavy games are lag free.2. Camera - clicks the pictures way better than a beginners dslr, can click very good pictures with a good clarity 3. Fast charging - supports fast charging upto 20w, charges 0-100% in around 80 min using a 20w adapter.Cons:Battery - When using, charging gets down way faster than any other phones, it...",4,0.009618173,0.07989649,0.9104853,1
2049,2049,Super!,Good,5,0.05273502,0.26282772,0.6844373,1
2050,2050,Classy product,Nice product,5,0.01467604,0.085931435,0.89939255,1
2051,2051,Excellent,Camera quality so good,5,0.010107913,0.04082586,0.9490663,1
2052,2052,Terrific purchase,Good Mobile,5,0.019854708,0.15669313,0.8234521,1
2053,2053,Quick Powerful and Handy,"It is quick, powerful and handy.Pocket friendly (In terms of both Size and Money :)) The only drawback would be if you are used to larger screen the video and contents appear smaller to you and will see the difference.Smart delivery by Flipkart",5,0.019839311,0.13769531,0.8424654,1
2054,2054,Good choice,"It can be your first Iphone .Everything iss just fab except its screen time, battery is quite poor if you are a heavy user it’s not for you.Camera isss at it’s best 🔥🔥Display quality is too good ,touch is impressive. You should go with it💯💯",4,0.01857653,0.038710278,0.9427132,1
2055,2055,Good,Phone is good but battery need be better,3,0.037389945,0.22768287,0.73492724,1
2056,2056,Super!,Good,5,0.05273502,0.26282772,0.6844373,1
2057,2057,Best in the market!,This one Valuable product should be buy when low budget👍#camera awesome#less price ever when sale start#good looking,5,0.0040809847,0.020450346,0.97546864,1
2058,2058,Good choice,"My first Apple phone. Happy to get within 3 days.Only issue with the phone is its battery. Otherwise, it's well designed and well built",4,0.008078537,0.034644518,0.95727694,1
2059,2059,Best in the market!,"Great performance,great camera and fabulous product at reasonable price. Thanks apple and Flipkart for fast and secure delivery",5,0.0037211543,0.01181243,0.98446643,1
2060,2060,Must buy!,Power Pack in small budget,5,0.029575491,0.6124539,0.35797065,0
2061,2061,Worth every penny,It's very good phone in this price,5,0.004267351,0.025770934,0.9699617,1
2062,2062,Perfect product!,"Everything is great , just remember they dont provide charger in box so get it seperately and cable in box is a lightning to usb type c cable so get the corresponding charger.",5,0.047092807,0.24951352,0.70339364,1
2063,2063,Must buy!,Would have been better if would have been provided with earphones and adapter..,5,0.1520524,0.5816984,0.26624918,0
2064,2064,Highly recommended,camera performance something better,5,0.10739697,0.6168451,0.27575803,0
2065,2065,Really Nice,Good,4,0.05273502,0.26282772,0.6844373,1
2066,2066,Must buy!,What an amazing phone.. Using it from last 1 week and it’s absolutely a beast!!,5,0.0049400153,0.008366163,0.9866938,1
2067,2067,Brilliant,Awesome great,5,0.0078979535,0.03354328,0.9585588,1
2068,2068,Simply awesome,GOOD PRODUCT,5,0.02248658,0.09542755,0.8820858,1
2069,2069,Mind-blowing purchase,Super phone best budget iPhone must buy,5,0.005261743,0.019866334,0.97487193,1
2070,2070,Highly recommended,overall this phone is good but battery backup is very weak...i am using dual sims and it stands for half the day only..i have to cary a charger or powerbank all the time with me if i am out my home.,5,0.6714541,0.25101972,0.07752621,0
2071,2071,Classy product,Wow super phone performance is soo good,5,0.003849354,0.00914621,0.98700446,1
2072,2072,VERY GOOD,MUST i PHONE,5,0.11163723,0.7319949,0.15636788,0
2073,2073,Delightful,Very Good but Battery Dren very Fast,4,0.004040398,0.036832932,0.95912665,1
2074,2074,Good choice,"Yeah !!!it’s a great phone .camera is way good ,battery compared to android it’s not that good but okay .display is okay and performance is awesome .I recommend this who wish to buy iPhone se not to hesitate and buy it .🤗",4,0.0046551973,0.014168288,0.98117656,1
2075,2075,Terrific,Value for Money.1. Performance is Good.2. Camera is Good.3. Easy to Handle.,5,0.008819713,0.09090477,0.9002755,1
